raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
"METAR KCOU 280054Z 30011KT 10SM CLR 20/16 A2970 RMK AO2 SLP051 T02000161 $",KCOU,2026-04-28T00:54:00.000Z,38.8171,-92.2148,20,16.1,300,11,,10+,29.70,1005.1,,,TRUE,TRUE,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,272
"METAR KORH 280054Z 12005KT 10SM CLR 14/00 A3025 RMK AO2 SLP246 T01390000",KORH,2026-04-28T00:54:00.000Z,42.2706,-71.8731,13.9,0,120,5,,10+,30.25,1024.6,,,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,306
"METAR KN60 280054Z AUTO 33011KT 07/M09 A2998 RMK AO1 SLP169 T00721089",KN60,2026-04-28T00:54:00.000Z,47.6540,-101.4360,7.2,-8.9,330,11,,,29.98,1016.9,,TRUE,TRUE,,,,,,,,,,,,,,,null,,,,,,,,,,,,METAR,582
"METAR KOLM 280054Z 25009KT 10SM FEW038 OVC047 13/06 A3006 RMK AO2 SLP180 T01280056",KOLM,2026-04-28T00:54:00.000Z,46.9737,-122.9049,12.8,5.6,250,9,,10+,30.06,1018,,,TRUE,,,,,,,FEW,3800,OVC,4700,,,,,VFR,,,,,,,,,,,,METAR,58
"METAR KUIN 280054Z AUTO 28011KT 10SM CLR 20/16 A2962 RMK AO2 SLP026 T02000161",KUIN,2026-04-28T00:54:00.000Z,39.9371,-91.1966,20,16.1,280,11,,10+,29.62,1002.6,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,233
"METAR KCAR 280054Z AUTO 09003KT 10SM CLR 14/M02 A3023 RMK AO2 SLP241 T01441022",KCAR,2026-04-28T00:54:00.000Z,46.8705,-68.0172,14.4,-2.2,90,3,,10+,30.23,1024.1,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,189
"METAR KRIC 280054Z 13005KT 10SM BKN300 13/05 A3023 RMK AO2 SLP242 T01280050",KRIC,2026-04-28T00:54:00.000Z,37.5115,-77.3234,12.8,5,130,5,,10+,30.23,1024.2,,,TRUE,,,,,,,BKN,30000,,,,,,,VFR,,,,,,,,,,,,METAR,51
"METAR KMIV 280054Z AUTO 00000KT 10SM CLR 10/02 A3027 RMK AO2 SLP248 T01000022",KMIV,2026-04-28T00:54:00.000Z,39.3662,-75.0778,10,2.2,0,0,,10+,30.27,1024.8,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,18
"METAR KBUY 280054Z AUTO 11003KT 10SM CLR 16/07 A3019 RMK AO2 SLP220 T01560067",KBUY,2026-04-28T00:54:00.000Z,36.0475,-79.4737,15.6,6.7,110,3,,10+,30.19,1022,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,185
"METAR KROC 280054Z 13009KT 10SM FEW150 FEW200 BKN250 18/02 A3007 RMK AO2 SLP187 T01780022",KROC,2026-04-28T00:54:00.000Z,43.1172,-77.6754,17.8,2.2,130,9,,10+,30.07,1018.7,,,TRUE,,,,,,,FEW,15000,FEW,20000,BKN,25000,,,VFR,,,,,,,,,,,,METAR,166
"METAR KMTP 280054Z AUTO VRB04KT 11/03 A3026 RMK AO1 SLP245 T01110033",KMTP,2026-04-28T00:54:00.000Z,41.0730,-71.9235,11.1,3.3,0,4,,,30.26,1024.5,,TRUE,TRUE,,,,,,,,,,,,,,,null,,,,,,,,,,,,METAR,2
"METAR KSUS 280054Z 30005KT 6SM BR FEW034 SCT085 20/18 A2962 RMK AO2 PK WND 21032/0002 WSHFT 2349 LTG DSNT E-S RAE35B39E54 TSE25 SLP026 P0011 T02000183",KSUS,2026-04-28T00:54:00.000Z,38.6575,-90.6557,20,18.3,300,5,,6,29.62,1002.6,,,TRUE,,,,,,BR,FEW,3400,SCT,8500,,,,,VFR,,,,,,0.11,,,,,,METAR,140
"METAR KHWD 280054Z 28013KT 10SM FEW032 16/08 A3005 RMK AO2 SLP185 T01560083 $",KHWD,2026-04-28T00:54:00.000Z,37.6589,-122.1212,15.6,8.3,280,13,,10+,30.05,1018.5,,,TRUE,TRUE,,,,,,FEW,3200,,,,,,,VFR,,,,,,,,,,,,METAR,9
"METAR K1V4 280054Z AUTO 16/03 A3016 RMK AO1 SLP213 T01610033",K1V4,2026-04-28T00:54:00.000Z,44.4200,-72.0190,16.1,3.3,,,,,30.16,1021.3,,TRUE,TRUE,,,,,,,,,,,,,,,null,,,,,,,,,,,,METAR,213
"METAR KFWA 280054Z 17016G25KT 10SM FEW012 FEW095 OVC170 17/13 A2970 RMK AO2 PK WND 15040/0023 SLP055 OCNL LTGICCG DSNT S AND SW T01720133 $",KFWA,2026-04-28T00:54:00.000Z,40.9725,-85.2064,17.2,13.3,170,16,25,10+,29.70,1005.5,,,TRUE,TRUE,,,,,,FEW,1200,FEW,9500,OVC,17000,,,VFR,,,,,,,,,,,,METAR,243
"METAR KPHF 280054Z 00000KT 10SM CLR 10/06 A3026 RMK AO2 SLP247 T01000061",KPHF,2026-04-28T00:54:00.000Z,37.1322,-76.4940,10,6.1,0,0,,10+,30.26,1024.7,,,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,12
"METAR KOLS 280054Z AUTO 23013G21KT 10SM CLR 23/M13 A2995 RMK AO2 SLP101 T02331128",KOLS,2026-04-28T00:54:00.000Z,31.4208,-110.8465,23.3,-12.8,230,13,21,10+,29.95,1010.1,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,1194
"METAR PAKN 280054Z 16015KT 10SM BKN040 A2955 RMK AO2 SLPNO $",PAKN,2026-04-28T00:54:00.000Z,58.6830,-156.6560,,,160,15,,10+,29.55,,,,TRUE,TRUE,,,,,,BKN,4000,,,,,,,VFR,,,,,,,,,,,,METAR,20
"METAR KBWI 280054Z 16004KT 10SM BKN250 16/06 A3022 RMK AO2 SLP233 T01610056",KBWI,2026-04-28T00:54:00.000Z,39.1733,-76.6840,16.1,5.6,160,4,,10+,30.22,1023.3,,,TRUE,,,,,,,BKN,25000,,,,,,,VFR,,,,,,,,,,,,METAR,42
"METAR KBUF 280054Z 14007KT 10SM FEW210 BKN270 20/02 A3002 RMK AO2 SLP166 T02000022",KBUF,2026-04-28T00:54:00.000Z,42.9400,-78.7361,20,2.2,140,7,,10+,30.02,1016.6,,,TRUE,,,,,,,FEW,21000,BKN,27000,,,,,VFR,,,,,,,,,,,,METAR,217
"METAR KNAK 280054Z AUTO 00000KT 10SM CLR 14/09 A3024 RMK AO2 SLP241 T01390094 $",KNAK,2026-04-28T00:54:00.000Z,38.9913,-76.4891,13.9,9.4,0,0,,10+,30.24,1024.1,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,2
"METAR KAVP 280054Z 17005KT 10SM CLR 17/03 A3019 RMK AO2 SLP222 T01720033",KAVP,2026-04-28T00:54:00.000Z,41.3335,-75.7227,17.2,3.3,170,5,,10+,30.19,1022.2,,,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,290
"METAR KROA 280054Z 12006KT 10SM CLR 17/04 A3021 RMK AO2 SLP225 T01670044",KROA,2026-04-28T00:54:00.000Z,37.3172,-79.9737,16.7,4.4,120,6,,10+,30.21,1022.5,,,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,349
"METAR KJAN 280054Z 18007KT 10SM FEW075 26/19 A2994 RMK AO2 SLP135 T02610194",KJAN,2026-04-28T00:54:00.000Z,32.3198,-90.0778,26.1,19.4,180,7,,10+,29.94,1013.5,,,TRUE,,,,,,,FEW,7500,,,,,,,VFR,,,,,,,,,,,,METAR,92
"METAR KJST 280054Z AUTO 14008KT 10SM CLR 13/04 A3014 RMK AO2 SLP209 T01330044",KJST,2026-04-28T00:54:00.000Z,40.3149,-78.8307,13.3,4.4,140,8,,10+,30.14,1020.9,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,695
"METAR PHMK 280054Z 06011G23KT 10SM BKN060 OVC080 25/19 A2998 RMK AO2 SLP155 T02500194",PHMK,2026-04-28T00:54:00.000Z,21.1545,-157.0961,25,19.4,60,11,23,10+,29.98,1015.5,,,TRUE,,,,,,,BKN,6000,OVC,8000,,,,,VFR,,,,,,,,,,,,METAR,135
"METAR KPLN 280054Z AUTO 13011KT 10SM BKN100 BKN120 17/03 A2968 RMK AO2 SLP051 T01670028",KPLN,2026-04-28T00:54:00.000Z,45.5644,-84.7929,16.7,2.8,130,11,,10+,29.68,1005.1,,TRUE,TRUE,,,,,,,BKN,10000,BKN,12000,,,,,VFR,,,,,,,,,,,,METAR,215
"METAR KPHL 280054Z 15005KT 10SM BKN300 16/04 A3026 RMK AO2 SLP245 T01560044 $",KPHL,2026-04-28T00:54:00.000Z,39.8733,-75.2268,15.6,4.4,150,5,,10+,30.26,1024.5,,,TRUE,TRUE,,,,,,BKN,30000,,,,,,,VFR,,,,,,,,,,,,METAR,2
"METAR KMKC 280054Z 31012G20KT 10SM OVC035 17/11 A2981 RMK AO2 SLP090 T01670106",KMKC,2026-04-28T00:54:00.000Z,39.1279,-94.5892,16.7,10.6,310,12,20,10+,29.81,1009,,,TRUE,,,,,,,OVC,3500,,,,,,,VFR,,,,,,,,,,,,METAR,228
"METAR KBTV 280054Z 09005KT 10SM CLR 17/04 A3016 RMK AO2 SLP211 T01720044",KBTV,2026-04-28T00:54:00.000Z,44.4682,-73.1499,17.2,4.4,90,5,,10+,30.16,1021.1,,,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,101
"METAR KWLD 280054Z AUTO 35009KT 10SM CLR 21/11 A2985 RMK AO2 SLP098 T02060111 $",KWLD,2026-04-28T00:54:00.000Z,37.1649,-97.0349,20.6,11.1,350,9,,10+,29.85,1009.8,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,351
"METAR KRDG 280054Z 16004KT 10SM CLR 18/04 A3021 RMK AO2 SLP235 T01780039",KRDG,2026-04-28T00:54:00.000Z,40.3734,-75.9592,17.8,3.9,160,4,,10+,30.21,1023.5,,,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,101
"METAR KCRW 280054Z 13011G22KT 10SM SCT150 OVC250 23/04 A2997 RMK AO2 SLP145 T02330044 $",KCRW,2026-04-28T00:54:00.000Z,38.3795,-81.5911,23.3,4.4,130,11,22,10+,29.97,1014.5,,,TRUE,TRUE,,,,,,SCT,15000,OVC,25000,,,,,VFR,,,,,,,,,,,,METAR,278
"METAR KDYL 280054Z AUTO 00000KT 10SM CLR 14/04 A3024 RMK AO2 SLP239 T01440044",KDYL,2026-04-28T00:54:00.000Z,40.3302,-75.1228,14.4,4.4,0,0,,10+,30.24,1023.9,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,121
"METAR KLYH 280054Z 08003KT 10SM CLR 14/06 A3022 RMK AO2 SLP229 T01440056",KLYH,2026-04-28T00:54:00.000Z,37.3213,-79.2065,14.4,5.6,80,3,,10+,30.22,1022.9,,,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,282
"METAR KOFP 280054Z AUTO 10003KT 10SM CLR 13/04 A3024 RMK AO2 SLP240 T01280039",KOFP,2026-04-28T00:54:00.000Z,37.7093,-77.4348,12.8,3.9,100,3,,10+,30.24,1024,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,63
"METAR KSBY 280054Z 00000KT 10SM CLR 11/02 A3027 RMK AO2 SLP253 T01060017",KSBY,2026-04-28T00:54:00.000Z,38.3409,-75.5132,10.6,1.7,0,0,,10+,30.27,1025.3,,,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,14
"METAR KDSM 280054Z 29019G29KT 10SM OVC021 12/07 A2975 RMK AO2 PK WND 27029/0054 SLP072 T01220072",KDSM,2026-04-28T00:54:00.000Z,41.5339,-93.6531,12.2,7.2,290,19,29,10+,29.75,1007.2,,,TRUE,,,,,,,OVC,2100,,,,,,,MVFR,,,,,,,,,,,,METAR,286
"METAR KSET 280054Z AUTO 24006KT 10SM -RA SCT070 OVC095 21/17 A2963 RMK AO2 LTG DSNT NE-S RAE08B52 TSE28 SLP030 P0013 T02060167 $",KSET,2026-04-28T00:54:00.000Z,38.9304,-90.4329,20.6,16.7,240,6,,10+,29.63,1003,,TRUE,TRUE,TRUE,,,,,-RA,SCT,7000,OVC,9500,,,,,VFR,,,,,,0.13,,,,,,METAR,133
"METAR KMOT 280054Z 30013KT 10SM CLR 07/M08 A2997 RMK AO2 SLP166 T00721083",KMOT,2026-04-28T00:54:00.000Z,48.2520,-101.2690,7.2,-8.3,300,13,,10+,29.97,1016.6,,,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,507
"METAR KDDH 280054Z AUTO 16007KT 10SM CLR 16/00 A3019 RMK AO2 SLP223 T01610000",KDDH,2026-04-28T00:54:00.000Z,42.8935,-73.2488,16.1,0,160,7,,10+,30.19,1022.3,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,241
"METAR KGSO 280054Z 14006KT 10SM BKN250 17/06 A3018 RMK AO2 SLP216 T01720061",KGSO,2026-04-28T00:54:00.000Z,36.0969,-79.9432,17.2,6.1,140,6,,10+,30.18,1021.6,,,TRUE,,,,,,,BKN,25000,,,,,,,VFR,,,,,,,,,,,,METAR,275
"METAR KSLC 280054Z 17012KT 10SM FEW030 SCT070 BKN090 BKN130 06/03 A2993 RMK AO2 SLP129 SH DSNT NE AND SW T00560033",KSLC,2026-04-28T00:54:00.000Z,40.7707,-111.9650,5.6,3.3,170,12,,10+,29.93,1012.9,,,TRUE,,,,,,,FEW,3000,SCT,7000,BKN,9000,BKN,13000,VFR,,,,,,,,,,,,METAR,1286
"METAR KBFL 280054Z 00000KT 10SM BKN075 19/05 A2998 RMK AO2 SLP150 T01890050",KBFL,2026-04-28T00:54:00.000Z,35.4342,-119.0552,18.9,5,0,0,,10+,29.98,1015,,,TRUE,,,,,,,BKN,7500,,,,,,,VFR,,,,,,,,,,,,METAR,146
"METAR PGUM 280054Z 10015G21KT 10SM SCT023 30/23 A2991 RMK AO2 SLP120 T03000233 $",PGUM,2026-04-28T00:54:00.000Z,13.4796,144.7958,30,23.3,100,15,21,10+,29.91,1012,,,TRUE,TRUE,,,,,,SCT,2300,,,,,,,VFR,,,,,,,,,,,,METAR,74
"METAR KMVL 280054Z AUTO 19003KT 10SM CLR 10/06 A3019 RMK AO2 SLP226 T01000061",KMVL,2026-04-28T00:54:00.000Z,44.5328,-72.6152,10,6.1,190,3,,10+,30.19,1022.6,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,226
"METAR KWAL 280054Z 06009KT 10SM CLR 12/04 A3027 RMK AO2 SLP247 T01170039",KWAL,2026-04-28T00:54:00.000Z,37.9372,-75.4662,11.7,3.9,60,9,,10+,30.27,1024.7,,,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,10
"METAR KSJN 280054Z AUTO 22018G30KT 10SM CLR 18/M14 A2992 RMK AO2 PK WND 24034/0035 SLP082 T01781144",KSJN,2026-04-28T00:54:00.000Z,34.5184,-109.3801,17.8,-14.4,220,18,30,10+,29.92,1008.2,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,1747
"METAR KGCK 280054Z 06011KT 10SM CLR 17/05 A2990 RMK AO2 SLP111 T01720050",KGCK,2026-04-28T00:54:00.000Z,37.9221,-100.7230,17.2,5,60,11,,10+,29.90,1011.1,,,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,877
"METAR KAAO 280054Z AUTO 34013KT 10SM CLR 18/09 A2987 RMK AO2 SLP108 T01780094",KAAO,2026-04-28T00:54:00.000Z,37.7497,-97.2191,17.8,9.4,340,13,,10+,29.87,1010.8,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,429
"METAR PAHN 280054Z AUTO 12008KT 10SM CLR 09/02 A3007 RMK AO2 SLP186 T00940022 TSNO",PAHN,2026-04-28T00:54:00.000Z,59.2430,-135.5110,9.4,2.2,120,8,,10+,30.07,1018.6,,TRUE,TRUE,,,TRUE,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,15
"METAR KLWM 280054Z 15003KT 10SM CLR 13/02 A3026 RMK AO2 SLP248 T01280022",KLWM,2026-04-28T00:54:00.000Z,42.7125,-71.1256,12.8,2.2,150,3,,10+,30.26,1024.8,,,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,42
"METAR PHOG 280054Z 05018G27KT 10SM FEW030 SCT060 SCT090 27/20 A2997 RMK AO2 PK WND 06030/0028 SLP153 T02670200 $",PHOG,2026-04-28T00:54:00.000Z,20.8887,-156.4345,26.7,20,50,18,27,10+,29.97,1015.3,,,TRUE,TRUE,,,,,,FEW,3000,SCT,6000,SCT,9000,,,VFR,,,,,,,,,,,,METAR,14
"METAR KFIG 280054Z AUTO 15004KT 10SM CLR 16/04 A3014 RMK AO2 SLP210 T01560044",KFIG,2026-04-28T00:54:00.000Z,41.0465,-78.4112,15.6,4.4,150,4,,10+,30.14,1021,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,461
"METAR KLNK 280054Z 33021G29KT 10SM OVC026 09/04 A2992 RMK AO2 PK WND 31030/0036 SLP130 T00940039",KLNK,2026-04-28T00:54:00.000Z,40.8478,-96.7647,9.4,3.9,330,21,29,10+,29.92,1013,,,TRUE,,,,,,,OVC,2600,,,,,,,MVFR,,,,,,,,,,,,METAR,357
"METAR KRSP 280054Z AUTO 14009G15KT 10SM CLR 14/07 A3020 RMK AO2 SLP233 T01390072",KRSP,2026-04-28T00:54:00.000Z,39.6460,-77.4680,13.9,7.2,140,9,15,10+,30.20,1023.3,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,555
"METAR KALO 280054Z AUTO 27019G31KT 10SM BKN016 OVC022 13/09 A2962 RMK AO2 PK WND 28033/0044 SLP029 T01280094",KALO,2026-04-28T00:54:00.000Z,42.5544,-92.4013,12.8,9.4,270,19,31,10+,29.62,1002.9,,TRUE,TRUE,,,,,,,BKN,1600,OVC,2200,,,,,MVFR,,,,,,,,,,,,METAR,264
"METAR KAKR 280054Z AUTO VRB03KT 10SM CLR 19/06 A2997 RMK AO2 SLP146 T01940056",KAKR,2026-04-28T00:54:00.000Z,41.0373,-81.4634,19.4,5.6,0,3,,10+,29.97,1014.6,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,319
"METAR KAVL 280054Z 17006KT 10SM CLR 14/09 A3019 RMK AO2 SLP211 T01440089",KAVL,2026-04-28T00:54:00.000Z,35.4318,-82.5379,14.4,8.9,170,6,,10+,30.19,1021.1,,,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,646
"METAR KGED 280054Z AUTO 00000KT 10SM CLR 11/03 A3027 RMK AO2 SLP252 T01060028",KGED,2026-04-28T00:54:00.000Z,38.6898,-75.3625,10.6,2.8,0,0,,10+,30.27,1025.2,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,15
"METAR KIPT 280054Z 12004KT 10SM CLR 18/03 A3016 RMK AO2 SLP215 T01830033 $",KIPT,2026-04-28T00:54:00.000Z,41.2430,-76.9217,18.3,3.3,120,4,,10+,30.16,1021.5,,,TRUE,TRUE,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,160
"METAR KLVM 280054Z AUTO 30003KT 06/M06 A2991 RMK AO2 SLP152 T00561061 $",KLVM,2026-04-28T00:54:00.000Z,45.6984,-110.4415,5.6,-6.1,300,3,,,29.91,1015.2,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,null,,,,,,,,,,,,METAR,1418
"METAR KEWN 280054Z 08008KT 10SM CLR 13/06 A3024 RMK AO2 SLP238 T01280061",KEWN,2026-04-28T00:54:00.000Z,35.0684,-77.0478,12.8,6.1,80,8,,10+,30.24,1023.8,,,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,3
"METAR KEVV 280054Z 18011G23KT 10SM BKN042 OVC050 26/18 A2972 RMK AO2 SLP061 T02610183",KEVV,2026-04-28T00:54:00.000Z,38.0502,-87.5147,26.1,18.3,180,11,23,10+,29.72,1006.1,,,TRUE,,,,,,,BKN,4200,OVC,5000,,,,,VFR,,,,,,,,,,,,METAR,123
"METAR KFFZ 280054Z 27005KT 10SM CLR 26/M03 A2983 RMK AO2 SLP083 T02561033",KFFZ,2026-04-28T00:54:00.000Z,33.4659,-111.7212,25.6,-3.3,270,5,,10+,29.83,1008.3,,,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,420
"METAR KPTW 280054Z AUTO VRB05KT 10SM CLR 16/06 A3025 RMK AO2 SLP242 T01610061",KPTW,2026-04-28T00:54:00.000Z,40.2380,-75.5549,16.1,6.1,0,5,,10+,30.25,1024.2,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,88
"METAR KGCN 280054Z 20018G26KT 10SM CLR 12/M11 A2995 RMK AO2 PK WND 21032/0039 SLP112 T01221111",KGCN,2026-04-28T00:54:00.000Z,35.9458,-112.1554,12.2,-11.1,200,18,26,10+,29.95,1011.2,,,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,1993
"METAR KEUG 280054Z 00000KT 10SM FEW035 SCT150 16/07 A3008 RMK AO2 SLP188 T01560072",KEUG,2026-04-28T00:54:00.000Z,44.1331,-123.2156,15.6,7.2,0,0,,10+,30.08,1018.8,,,TRUE,,,,,,,FEW,3500,SCT,15000,,,,,VFR,,,,,,,,,,,,METAR,109
"METAR PAKT 280053Z 31010KT 10SM FEW050 12/01 A3006 RMK AO2 SLP181 HARBOR WIND 27007KT T01220006 PNO $",PAKT,2026-04-28T00:53:00.000Z,55.3592,-131.7219,12.2,0.6,310,10,,10+,30.06,1018.1,,,TRUE,TRUE,,,,,,FEW,5000,,,,,,,VFR,,,,,,,,,,,,METAR,27
"METAR KAMW 280053Z AUTO 28017G28KT 10SM OVC018 11/08 A2971 RMK AO2 PK WND 30035/0004 SLP059 T01110078",KAMW,2026-04-28T00:53:00.000Z,41.9905,-93.6185,11.1,7.8,280,17,28,10+,29.71,1005.9,,TRUE,TRUE,,,,,,,OVC,1800,,,,,,,MVFR,,,,,,,,,,,,METAR,282
"METAR PAIL 280053Z 10010KT 10SM OVC036 03/01 A2965 RMK AO2 SLP043 T00280011",PAIL,2026-04-28T00:53:00.000Z,59.7492,-154.9091,2.8,1.1,100,10,,10+,29.65,1004.3,,,TRUE,,,,,,,OVC,3600,,,,,,,VFR,,,,,,,,,,,,METAR,44
"METAR KOJC 280053Z 31012G21KT 10SM FEW028 17/11 A2981 RMK AO2 SLP090 T01670106",KOJC,2026-04-28T00:53:00.000Z,38.8500,-94.7395,16.7,10.6,310,12,21,10+,29.81,1009,,,TRUE,,,,,,,FEW,2800,,,,,,,VFR,,,,,,,,,,,,METAR,328
"METAR KODO 280053Z AUTO 25006KT 10SM CLR 31/M06 A2983 RMK AO2 SLP056 T03111056 $",KODO,2026-04-28T00:53:00.000Z,31.9250,-102.3874,31.1,-5.6,250,6,,10+,29.83,1005.6,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,912
"METAR KMNN 280053Z AUTO 14006KT 5SM -RA BR OVC095 16/16 A2995 RMK AO2 TSE2358 SLP145 P0026 T01610156 $",KMNN,2026-04-28T00:53:00.000Z,40.6158,-83.0673,16.1,15.6,140,6,,5,29.95,1014.5,,TRUE,TRUE,TRUE,,,,,-RA BR,OVC,9500,,,,,,,MVFR,,,,,,0.26,,,,,,METAR,301
"METAR KMCE 280053Z AUTO 35005KT 10SM SCT065 21/03 A2998 RMK AO2 SLP153 T02060033",KMCE,2026-04-28T00:53:00.000Z,37.2860,-120.5179,20.6,3.3,350,5,,10+,29.98,1015.3,,TRUE,TRUE,,,,,,,SCT,6500,,,,,,,VFR,,,,,,,,,,,,METAR,49
"METAR KMAE 280053Z AUTO VRB03KT 10SM CLR 19/04 A3000 RMK AO2 SLP157 T01940039",KMAE,2026-04-28T00:53:00.000Z,36.9851,-120.1107,19.4,3.9,0,3,,10+,30.00,1015.7,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,77
"METAR KLVK 280053Z 26011KT 10SM FEW055 17/07 A3002 RMK AO2 SLP163 T01670072",KLVK,2026-04-28T00:53:00.000Z,37.6931,-121.8149,16.7,7.2,260,11,,10+,30.02,1016.3,,,TRUE,,,,,,,FEW,5500,,,,,,,VFR,,,,,,,,,,,,METAR,120
"METAR KLPR 280053Z AUTO 16013G20KT 10SM CLR 19/08 A2989 RMK AO2 PRESFR SLP120 T01940083",KLPR,2026-04-28T00:53:00.000Z,41.3463,-82.1788,19.4,8.3,160,13,20,10+,29.89,1012,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,241
"METAR KDFI 280053Z AUTO 14011G21KT 10SM CLR 18/14 A2974 RMK AO2 SLP069 T01830144",KDFI,2026-04-28T00:53:00.000Z,41.3357,-84.4285,18.3,14.4,140,11,21,10+,29.74,1006.9,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,215
"METAR KOTM 280053Z AUTO 29015G27KT 10SM OVC024 15/11 A2967 RMK AO2 PK WND 28030/2356 SLP044 T01500106",KOTM,2026-04-28T00:53:00.000Z,41.1008,-92.4445,15,10.6,290,15,27,10+,29.67,1004.4,,TRUE,TRUE,,,,,,,OVC,2400,,,,,,,MVFR,,,,,,,,,,,,METAR,254
"METAR KRQE 280053Z AUTO 22017G27KT 10SM CLR 15/M16 A2994 RMK AO2 PK WND 23031/0032 SLP067 T01501156",KRQE,2026-04-28T00:53:00.000Z,35.6571,-109.0603,15,-15.6,220,17,27,10+,29.94,1006.7,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,2056
"METAR KDCU 280053Z AUTO 16015G23KT 10SM OVC065 26/17 A2995 RMK AO2 SLP136 T02560172 $",KDCU,2026-04-28T00:53:00.000Z,34.6580,-86.9434,25.6,17.2,160,15,23,10+,29.95,1013.6,,TRUE,TRUE,TRUE,,,,,,OVC,6500,,,,,,,VFR,,,,,,,,,,,,METAR,180
"METAR KODX 280053Z AUTO 33017G26KT 10SM BKN022 OVC029 07/02 A2995 RMK AO2 PK WND 33026/0044 SLP151 T00670022",KODX,2026-04-28T00:53:00.000Z,41.6234,-98.9489,6.7,2.2,330,17,26,10+,29.95,1015.1,,TRUE,TRUE,,,,,,,BKN,2200,OVC,2900,,,,,MVFR,,,,,,,,,,,,METAR,628
