raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
"METAR KSBS 280135Z AUTO 06003KT 10SM SCT016 BKN034 OVC060 02/01 A2994 RMK AO1 T00200009",KSBS,2026-04-28T01:35:00.000Z,40.5153,-106.8677,2,0.9,60,3,,10+,29.94,,,TRUE,TRUE,,,,,,,SCT,1600,BKN,3400,OVC,6000,,,VFR,,,,,,,,,,,,METAR,2097
"METAR KGKT 280135Z AUTO 21004KT 10SM CLR 21/07 A3001 RMK A01",KGKT,2026-04-28T01:35:00.000Z,35.8568,-83.5333,21,7,210,4,,10+,30.01,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,305
"METAR KMLJ 280135Z AUTO VRB04KT 10SM CLR 20/10 A3014 RMK AO2",KMLJ,2026-04-28T01:35:00.000Z,33.1530,-83.2420,20,10,0,4,,10+,30.14,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,115
"METAR K2R9 280135Z AUTO 14012KT 7SM CLR 28/23 A2980 RMK AO2",K2R9,2026-04-28T01:35:00.000Z,28.8267,-97.8676,28,23,140,12,,7,29.80,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,88
"METAR K33N 280135Z AUTO 13005G11KT 10SM 11/05 A3027 RMK A01",K33N,2026-04-28T01:35:00.000Z,39.2180,-75.5970,11,5,130,5,11,10+,30.27,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,17
"METAR K3F3 280135Z AUTO 15015KT 10SM CLR 27/22 A2989 RMK AO2 T02700218",K3F3,2026-04-28T01:35:00.000Z,32.0718,-93.7640,27,21.8,150,15,,10+,29.89,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,96
"METAR K3J1 280135Z AUTO 07004KT 10SM OVC023 16/12 A3020 RMK AO2",K3J1,2026-04-28T01:35:00.000Z,32.4969,-80.9947,16,12,70,4,,10+,30.20,,,TRUE,TRUE,,,,,,,OVC,2300,,,,,,,MVFR,,,,,,,,,,,,METAR,79
"METAR KHZD 280135Z AUTO 20013G19KT 10SM BKN046 OVC055 27/19 A2979 RMK A01",KHZD,2026-04-28T01:35:00.000Z,36.0889,-88.4654,27,19,200,13,19,10+,29.79,,,TRUE,TRUE,,,,,,,BKN,4600,OVC,5500,,,,,VFR,,,,,,,,,,,,METAR,147
"METAR KRRT 280135Z AUTO 02005KT 10SM OVC070 06/03 A2980 RMK AO2",KRRT,2026-04-28T01:35:00.000Z,48.9318,-95.3405,6,3,20,5,,10+,29.80,,,TRUE,TRUE,,,,,,,OVC,7000,,,,,,,VFR,,,,,,,,,,,,METAR,327
"METAR KRPH 280135Z AUTO 13004KT 5SM HZ CLR 26/12 A2976 RMK AO2 RAE0058 P0000 T02560118",KRPH,2026-04-28T01:35:00.000Z,33.1095,-98.5537,25.6,11.8,130,4,,5,29.76,,,TRUE,TRUE,,,,,,HZ,,,,,,,,,MVFR,,,,,,0.005,,,,,,METAR,341
"METAR KROX 280135Z AUTO 34013KT 10SM SCT050 08/00 A2979 RMK AO2 T00780004",KROX,2026-04-28T01:35:00.000Z,48.8560,-95.6949,7.8,0.4,340,13,,10+,29.79,,,TRUE,TRUE,,,,,,,SCT,5000,,,,,,,VFR,,,,,,,,,,,,METAR,320
"METAR KPSK 280135Z AUTO 12007KT 10SM CLR 15/05 A3019 RMK AO2 T01450053",KPSK,2026-04-28T01:35:00.000Z,37.1337,-80.6789,14.5,5.3,120,7,,10+,30.19,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,629
"METAR KPQN 280135Z AUTO 34014G22KT 10SM OVC009 05/05 A2981 RMK AO2 CIG 008V011 T00530053",KPQN,2026-04-28T01:35:00.000Z,43.9854,-96.2977,5.3,5.3,340,14,22,10+,29.81,,,TRUE,TRUE,,,,,,,OVC,900,,,,,,,IFR,,,,,,,,,,,,METAR,529
"METAR KPNM 280135Z AUTO 32013G19KT 3SM -RA BR OVC012 07/06 A2960 RMK AO2 CIG 009V017 P0003 T00680062",KPNM,2026-04-28T01:35:00.000Z,45.5560,-93.6080,6.8,6.2,320,13,19,3,29.60,,,TRUE,TRUE,,,,,,-RA BR,OVC,1200,,,,,,,MVFR,,,,,,0.03,,,,,,METAR,298
"METAR KOGA 280135Z AUTO 05007KT 10SM OVC030 06/00 A3002 RMK AO2 T00600000",KOGA,2026-04-28T01:35:00.000Z,41.1164,-101.7679,6,0,50,7,,10+,30.02,,,TRUE,TRUE,,,,,,,OVC,3000,,,,,,,MVFR,,,,,,,,,,,,METAR,991
"METAR KPLU 280135Z AUTO 25005KT 10SM BKN026 BKN034 OVC042 13/08 A3007 RMK AO2",KPLU,2026-04-28T01:35:00.000Z,47.1005,-122.2853,13,8,250,5,,10+,30.07,,,TRUE,TRUE,,,,,,,BKN,2600,BKN,3400,OVC,4200,,,MVFR,,,,,,,,,,,,METAR,164
"METAR KPLR 280135Z AUTO 10SM OVC070 23/18 A3003 RMK A01",KPLR,2026-04-28T01:35:00.000Z,33.5608,-86.2463,23,18,,,,10+,30.03,,,TRUE,TRUE,,,,,,,OVC,7000,,,,,,,VFR,,,,,,,,,,,,METAR,145
"METAR KPLD 280135Z AUTO 15022G31KT 10SM BKN110 18/10 A2974 RMK AO2 T01800095",KPLD,2026-04-28T01:35:00.000Z,40.4532,-84.9848,18,9.5,150,22,31,10+,29.74,,,TRUE,TRUE,,,,,,,BKN,11000,,,,,,,VFR,,,,,,,,,,,,METAR,282
"METAR KONL 280135Z AUTO 33015G18KT 10SM OVC018 05/02 A2997 RMK AO2 T00520024",KONL,2026-04-28T01:35:00.000Z,42.4691,-98.6903,5.2,2.4,330,15,18,10+,29.97,,,TRUE,TRUE,,,,,,,OVC,1800,,,,,,,MVFR,,,,,,,,,,,,METAR,619
"METAR KOZS 280135Z AUTO 30007KT 10SM SCT029 BKN035 BKN043 21/16 A2977 RMK AO2",KOZS,2026-04-28T01:35:00.000Z,37.9745,-92.6897,21,16,300,7,,10+,29.77,,,TRUE,TRUE,,,,,,,SCT,2900,BKN,3500,BKN,4300,,,VFR,,,,,,,,,,,,METAR,321
"METAR KOWA 280135Z AUTO 30016KT 10SM OVC008 08/08 A2960 RMK AO2 CIG 007V011 T00830079",KOWA,2026-04-28T01:35:00.000Z,44.1191,-93.2569,8.3,7.9,300,16,,10+,29.60,,,TRUE,TRUE,,,,,,,OVC,800,,,,,,,IFR,,,,,,,,,,,,METAR,345
"METAR KS52 280135Z AUTO 33016KT 10SM SCT060 SCT075 SCT120 17/M02 A2987 RMK AO2 T01721016",KS52,2026-04-28T01:35:00.000Z,48.4282,-120.1505,17.2,-1.6,330,16,,10+,29.87,,,TRUE,TRUE,,,,,,,SCT,6000,SCT,7500,SCT,12000,,,VFR,,,,,,,,,,,,METAR,517
"METAR KOSC 280135Z AUTO 16010KT 10SM OVC110 16/05 A2979 RMK AO2 PRESRR",KOSC,2026-04-28T01:35:00.000Z,44.4530,-83.3960,16,5,160,10,,10+,29.79,,,TRUE,TRUE,,,,,,,OVC,11000,,,,,,,VFR,,,,,,,,,,,,METAR,191
"METAR KORK 280135Z AUTO 20011G16KT 6SM HZ FEW021 BKN027 OVC032 26/23 A2980 RMK AO2",KORK,2026-04-28T01:35:00.000Z,34.8330,-92.2557,26,23,200,11,16,6,29.80,,,TRUE,TRUE,,,,,,HZ,FEW,2100,BKN,2700,OVC,3200,,,MVFR,,,,,,,,,,,,METAR,166
"METAR KORB 280135Z AUTO 33009G16KT 290V360 6SM -RA BR OVC006 04/04 A2959 RMK AO2 CIG 005V008 P0002 T00400039",KORB,2026-04-28T01:35:00.000Z,48.0171,-92.8538,4,3.9,330,9,16,6,29.59,,,TRUE,TRUE,,,,,,-RA BR,OVC,600,,,,,,,IFR,,,,,,0.02,,,,,,METAR,407
"METAR KOEL 280135Z AUTO 04008KT 10SM CLR 11/02 A2996 RMK AO1 T01110017",KOEL,2026-04-28T01:35:00.000Z,39.1139,-100.8190,11.1,1.7,40,8,,10+,29.96,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,924
"METAR KNRN 280135Z AUTO 02011KT 10SM CLR 09/02 A2997 RMK AO2",KNRN,2026-04-28T01:35:00.000Z,39.8497,-99.8915,9,2,20,11,,10+,29.97,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,726
"METAR KY51 280135Z AUTO 26013KT 10SM BKN017 OVC021 16/14 A2951 RMK AO1 T01590140",KY51,2026-04-28T01:35:00.000Z,43.5814,-90.8997,15.9,14,260,13,,10+,29.51,,,TRUE,TRUE,,,,,,,BKN,1700,OVC,2100,,,,,MVFR,,,,,,,,,,,,METAR,390
"METAR KY49 280135Z AUTO 32009G22KT 10SM -DZ OVC010 03/02 A2971 RMK AO2 T00310015",KY49,2026-04-28T01:35:00.000Z,47.1599,-94.6433,3.1,1.5,320,9,22,10+,29.71,,,TRUE,TRUE,,,,,,-DZ,OVC,1000,,,,,,,MVFR,,,,,,,,,,,,METAR,413
"METAR KCVB 280135Z AUTO 09006KT 5SM HZ SCT042 29/24 A2979 RMK AO2",KCVB,2026-04-28T01:35:00.000Z,29.3430,-98.8497,29,24,90,6,,5,29.79,,,TRUE,TRUE,,,,,,HZ,SCT,4200,,,,,,,MVFR,,,,,,,,,,,,METAR,234
"METAR KY31 280135Z AUTO 10005G14KT 10SM BKN090 OVC120 16/06 A2973 RMK AO2 T01600056",KY31,2026-04-28T01:35:00.000Z,44.2434,-84.1800,16,5.6,100,5,14,10+,29.73,,,TRUE,TRUE,,,,,,,BKN,9000,OVC,12000,,,,,VFR,,,,,,,,,,,,METAR,264
"METAR KD25 280135Z AUTO 15009G17KT 10SM OVC006 11/11 A2942 RMK AO2 LTG DSNT S T01130113",KD25,2026-04-28T01:35:00.000Z,46.1204,-89.8800,11.3,11.3,150,9,17,10+,29.42,,,TRUE,TRUE,,,,,,,OVC,600,,,,,,,IFR,,,,,,,,,,,,METAR,490
"METAR KVDF 280135Z AUTO 07008KT 10SM FEW029 24/18 A3007 RMK AO2 T02370183",KVDF,2026-04-28T01:35:00.000Z,28.0198,-82.3415,23.7,18.3,70,8,,10+,30.07,,,TRUE,TRUE,,,,,,,FEW,2900,,,,,,,VFR,,,,,,,,,,,,METAR,5
"METAR KUVA 280135Z AUTO 09005KT 10SM CLR 28/24 A2979 RMK AO2 T02830237 $",KUVA,2026-04-28T01:35:00.000Z,29.2135,-99.7430,28.3,23.7,90,5,,10+,29.79,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,285
"METAR KE38 280135Z AUTO 23004KT 10SM CLR 26/M06 A2999 RMK AO2 T02641060",KE38,2026-04-28T01:35:00.000Z,30.3851,-103.6803,26.4,-6,230,4,,10+,29.99,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,1372
"METAR KUNI 280135Z AUTO 00000KT 10SM FEW075 19/12 A2995 RMK AO2 LTG DSNT NW AND SW T01930125",KUNI,2026-04-28T01:35:00.000Z,39.2129,-82.2204,19.3,12.5,0,0,,10+,29.95,,,TRUE,TRUE,,,,,,,FEW,7500,,,,,,,VFR,,,,,,,,,,,,METAR,232
"METAR KE41 280135Z AUTO 05007KT 10SM CLR 29/03 A2984 RMK AO2 T02870027",KE41,2026-04-28T01:35:00.000Z,31.1945,-101.4732,28.7,2.7,50,7,,10+,29.84,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,825
"METAR KU68 280135Z AUTO 32004KT 10SM SCT065 SCT080 03/M01 A2998 RMK AO2",KU68,2026-04-28T01:35:00.000Z,44.9113,-108.4469,3,-1,320,4,,10+,29.98,,,TRUE,TRUE,,,,,,,SCT,6500,SCT,8000,,,,,VFR,,,,,,,,,,,,METAR,1244
"METAR KEBG 280135Z AUTO 13011KT 10SM CLR 29/24 A2978 RMK AO2",KEBG,2026-04-28T01:35:00.000Z,26.4433,-98.1255,29,24,130,11,,10+,29.78,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,21
"METAR KSUW 280135Z AUTO 22005KT 7SM -DZ SCT002 OVC015 05/05 A2951 RMK AO2 T00530050",KSUW,2026-04-28T01:35:00.000Z,46.6833,-92.0926,5.3,5,220,5,,7,29.51,,,TRUE,TRUE,,,,,,-DZ,SCT,200,OVC,1500,,,,,MVFR,,,,,,,,,,,,METAR,205
"METAR KEIK 280135Z AUTO 03004KT 9SM OVC049 10/02 A2993 RMK AO2 RAE0056 P0000 T00960020",KEIK,2026-04-28T01:35:00.000Z,40.0117,-105.0503,9.6,2,30,4,,9,29.93,,,TRUE,TRUE,,,,,,,OVC,4900,,,,,,,VFR,,,,,,0.005,,,,,,METAR,1551
"METAR KSPR 280135Z AUTO 15015G20KT 8SM BKN013 SCT021 25/24 A2998 RMK A01",KSPR,2026-04-28T01:35:00.000Z,28.5990,-91.2060,25,24,150,15,20,8,29.98,,,TRUE,TRUE,,,,,,,BKN,1300,SCT,2100,,,,,MVFR,,,,,,,,,,,,METAR,26
"METAR KRKR 280135Z AUTO 23003KT 10SM SCT070 BKN090 27/20 A2977 RMK AO2",KRKR,2026-04-28T01:35:00.000Z,35.0187,-94.6202,27,20,230,3,,10+,29.77,,,TRUE,TRUE,,,,,,,SCT,7000,BKN,9000,,,,,VFR,,,,,,,,,,,,METAR,136
"METAR KREG 280135Z AUTO 15006KT 10SM CLR 27/20 A2999 RMK AO2 T02650198",KREG,2026-04-28T01:35:00.000Z,30.1756,-90.9397,26.5,19.8,150,6,,10+,29.99,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,3
"METAR KPZZ 280135Z AUTO 15021KT 6SM BR BKN017 25/24 A2997 RMK A01",KPZZ,2026-04-28T01:35:00.000Z,28.4344,-91.0344,25,24,150,21,,6,29.97,,,TRUE,TRUE,,,,,,BR,BKN,1700,,,,,,,MVFR,,,,,,,,,,,,METAR,25
"SPECI KOTG 280135Z AUTO 33025G32KT 10SM OVC010 06/05 A2977 RMK AO2 PK WND 33032/0135",KOTG,2026-04-28T01:35:00.000Z,43.6525,-95.5759,6,5,330,25,32,10+,29.77,,,TRUE,TRUE,,,,,,,OVC,1000,,,,,,,MVFR,,,,,,,,,,,,SPECI,478
"METAR KMNI 280135Z AUTO 00000KT 10SM CLR 12/11 A3021 RMK AO2",KMNI,2026-04-28T01:35:00.000Z,33.5882,-80.2059,12,11,0,0,,10+,30.21,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,29
"METAR KBWP 280135Z AUTO 35011KT 10SM BKN044 OVC060 08/08 A2980 RMK AO2",KBWP,2026-04-28T01:35:00.000Z,46.2444,-96.6046,8,8,350,11,,10+,29.80,,,TRUE,TRUE,,,,,,,BKN,4400,OVC,6000,,,,,VFR,,,,,,,,,,,,METAR,294
"METAR KHRF 280135Z AUTO 35012KT 10SM FEW044 SCT060 OVC070 07/01 A2996 RMK AO2",KHRF,2026-04-28T01:35:00.000Z,46.2576,-114.1274,7,1,350,12,,10+,29.96,,,TRUE,TRUE,,,,,,,FEW,4400,SCT,6000,OVC,7000,,,VFR,,,,,,,,,,,,METAR,1112
"METAR KBVI 280135Z AUTO 15013G17KT 10SM CLR 20/02 A3001 RMK AO2 T02000023",KBVI,2026-04-28T01:35:00.000Z,40.7735,-80.3825,20,2.3,150,13,17,10+,30.01,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,387
"METAR KBTA 280135Z AUTO 31013G18KT 10SM BKN018 OVC025 09/05 A2988 RMK AO2 T00850051",KBTA,2026-04-28T01:35:00.000Z,41.4150,-96.1090,8.5,5.1,310,13,18,10+,29.88,,,TRUE,TRUE,,,,,,,BKN,1800,OVC,2500,,,,,MVFR,,,,,,,,,,,,METAR,400
"METAR KBAM 280135Z AUTO 31009G15KT 10SM SCT080 OVC090 13/M07 A2995 RMK AO1",KBAM,2026-04-28T01:35:00.000Z,40.6048,-116.8719,13,-7,310,9,15,10+,29.95,,,TRUE,TRUE,,,,,,,SCT,8000,OVC,9000,,,,,VFR,,,,,,,,,,,,METAR,1381
"METAR KTMT 280135Z AUTO 24005KT 10SM CLR 07/01 A3000 RMK AO2 T00690011",KTMT,2026-04-28T01:35:00.000Z,39.4643,-117.1972,6.9,1.1,240,5,,10+,30.00,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,1748
"METAR KAZC 280135Z AUTO 29012KT 10SM CLR 15/M06 A2993 RMK AO2",KAZC,2026-04-28T01:35:00.000Z,36.9590,-113.0130,15,-6,290,12,,10+,29.93,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,1476
"METAR KAXV 280135Z AUTO 17025G36KT 10SM SCT120 17/13 A2976 RMK AO2 LTG DSNT NW",KAXV,2026-04-28T01:35:00.000Z,40.4959,-84.2929,17,13,170,25,36,10+,29.76,,,TRUE,TRUE,,,,,,,SCT,12000,,,,,,,VFR,,,,,,,,,,,,METAR,278
"METAR KAVC 280135Z AUTO 00000KT 10SM CLR 13/07 A3030 RMK AO2 T01270065",KAVC,2026-04-28T01:35:00.000Z,36.6854,-78.0523,12.7,6.5,0,0,,10+,30.30,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,119
"METAR KATP 280135Z AUTO 12016KT 6SM HZ CLR A3001 RMK A01",KATP,2026-04-28T01:35:00.000Z,27.1956,-90.0269,,,120,16,,6,30.01,,,TRUE,TRUE,,,,,,HZ,,,,,,,,,VFR,,,,,,,,,,,,METAR,50
"METAR KASW 280135Z AUTO 18006G19KT 10SM BKN120 17/13 A2970 RMK AO2 T01770135",KASW,2026-04-28T01:35:00.000Z,41.2740,-85.8420,17.7,13.5,180,6,19,10+,29.70,,,TRUE,TRUE,,,,,,,BKN,12000,,,,,,,VFR,,,,,,,,,,,,METAR,253
"METAR KARV 280135Z AUTO 17011G15KT 7SM OVC006 12/11 A2944 RMK AO2 T01150111",KARV,2026-04-28T01:35:00.000Z,45.9264,-89.7307,11.5,11.1,170,11,15,7,29.44,,,TRUE,TRUE,,,,,,,OVC,600,,,,,,,IFR,,,,,,,,,,,,METAR,494
"METAR KALX 280135Z AUTO 00000KT 10SM CLR 22/18 A3005 RMK AO2 T02230177",KALX,2026-04-28T01:35:00.000Z,32.9160,-85.9640,22.3,17.7,0,0,,10+,30.05,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,198
"METAR KADC 280135Z AUTO 34016G28KT 10SM OVC017 06/03 A2972 RMK AO2",KADC,2026-04-28T01:35:00.000Z,46.4502,-95.2135,6,3,340,16,28,10+,29.72,,,TRUE,TRUE,,,,,,,OVC,1700,,,,,,,MVFR,,,,,,,,,,,,METAR,416
"METAR K54J 280135Z AUTO 19003KT 10SM CLR 21/20 A3008 RMK AO2 T02130200",K54J,2026-04-28T01:35:00.000Z,30.7312,-86.1542,21.3,20,190,3,,10+,30.08,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,87
"METAR K3N8 280135Z AUTO 35011KT 10SM OVC060 06/04 A2978 RMK AO2 T00630036",K3N8,2026-04-28T01:35:00.000Z,47.2600,-95.9280,6.3,3.6,350,11,,10+,29.78,,,TRUE,TRUE,,,,,,,OVC,6000,,,,,,,VFR,,,,,,,,,,,,METAR,379
"METAR K35A 280135Z AUTO 14003KT 10SM CLR 15/11 A3022 RMK A02 T01470112",K35A,2026-04-28T01:35:00.000Z,34.6849,-81.6421,14.7,11.2,140,3,,10+,30.22,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,186
"METAR K33V 280135Z AUTO 35013KT 10SM SCT017 SCT044 BKN065 01/00 A2996 RMK AO1",K33V,2026-04-28T01:35:00.000Z,40.7454,-106.2754,1,0,350,13,,10+,29.96,,,TRUE,TRUE,,,,,,,SCT,1700,SCT,4400,BKN,6500,,,VFR,,,,,,,,,,,,METAR,2486
"METAR K27K 280135Z AUTO 03009G20KT 4SM RA BR BKN048 OVC060 16/16 A2990 RMK AO2 P0000 T01630163",K27K,2026-04-28T01:35:00.000Z,38.2390,-84.4336,16.3,16.3,30,9,20,4,29.90,,,TRUE,TRUE,,,,,,RA BR,BKN,4800,OVC,6000,,,,,MVFR,,,,,,0.005,,,,,,METAR,283
"METAR K22N 280135Z AUTO 00000KT 10SM CLR 12/04 A3024 RMK AO2",K22N,2026-04-28T01:35:00.000Z,40.8115,-75.7648,12,4,0,0,,10+,30.24,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,159
"METAR KPVJ 280135Z AUTO 00000KT 10SM CLR 24/11 A2980 RMK AO2 T02370108",KPVJ,2026-04-28T01:35:00.000Z,34.7041,-97.2211,23.7,10.8,0,0,,10+,29.80,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,287
"METAR KGYL 280135Z AUTO 31016KT 10SM -RA BKN015 OVC023 07/07 A2964 RMK AO2 P0002 T00710065",KGYL,2026-04-28T01:35:00.000Z,44.7588,-94.0905,7.1,6.5,310,16,,10+,29.64,,,TRUE,TRUE,,,,,,-RA,BKN,1500,OVC,2300,,,,,MVFR,,,,,,0.02,,,,,,METAR,304
"METAR KCXW 280135Z AUTO 22006KT 5SM BR SCT027 BKN035 26/26 A2979 RMK A01",KCXW,2026-04-28T01:35:00.000Z,35.0217,-92.5506,26,26,220,6,,5,29.79,,,TRUE,TRUE,,,,,,BR,SCT,2700,BKN,3500,,,,,MVFR,,,,,,,,,,,,METAR,84
"METAR KPEQ 280135Z AUTO 00000KT 10SM CLR 30/M05 A2979 RMK AO2 T03021052 PWINO",KPEQ,2026-04-28T01:35:00.000Z,31.3820,-103.5117,30.2,-5.2,0,0,,10+,29.79,,,TRUE,TRUE,,,,,TRUE,,,,,,,,,,VFR,,,,,,,,,,,,METAR,794
"METAR KOZW 280135Z AUTO 15015G20KT 10SM BKN110 17/11 A2974 RMK AO2 PRESFR",KOZW,2026-04-28T01:35:00.000Z,42.6327,-83.9854,17,11,150,15,20,10+,29.74,,,TRUE,TRUE,,,,,,,BKN,11000,,,,,,,VFR,,,,,,,,,,,,METAR,288
"METAR KOXV 280135Z AUTO 29019G28KT 10SM OVC020 13/08 A2973 RMK AO2",KOXV,2026-04-28T01:35:00.000Z,41.2984,-93.1114,13,8,290,19,28,10+,29.73,,,TRUE,TRUE,,,,,,,OVC,2000,,,,,,,MVFR,,,,,,,,,,,,METAR,280
"METAR KN03 280135Z AUTO 24003KT 10SM CLR 11/03 A3015 RMK AO2",KN03,2026-04-28T01:35:00.000Z,42.5929,-76.2174,11,3,240,3,,10+,30.15,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,361
"METAR KMZH 280135Z AUTO 33008G14KT 10SM RA OVC010 07/05 A2956 RMK AO2 P0003",KMZH,2026-04-28T01:35:00.000Z,46.4163,-92.8049,7,5,330,8,14,10+,29.56,,,TRUE,TRUE,,,,,,RA,OVC,1000,,,,,,,MVFR,,,,,,0.03,,,,,,METAR,331
"METAR KEHA 280135Z AUTO 09012KT 10SM CLR 16/03 A2989 RMK AO2 T01640033",KEHA,2026-04-28T01:35:00.000Z,37.0012,-101.8802,16.4,3.3,90,12,,10+,29.89,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,1103
"METAR KMTK 280135Z AUTO 13018KT 10SM CLR 24/22 A3001 RMK A01",KMTK,2026-04-28T01:35:00.000Z,28.6967,-89.3958,24,22,130,18,,10+,30.01,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,50
"METAR KMRN 280135Z AUTO 00000KT 10SM CLR 13/11 A3021 RMK AO2 T01300109",KMRN,2026-04-28T01:35:00.000Z,35.8192,-81.6097,13,10.9,0,0,,10+,30.21,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,375
"METAR KMQI 280135Z AUTO 05008KT 10SM CLR 12/05 A3026 RMK AO2 T01150045",KMQI,2026-04-28T01:35:00.000Z,35.9188,-75.6989,11.5,4.5,50,8,,10+,30.26,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,3
"METAR KHAF 280135Z AUTO 32011KT 9SM SCT024 SCT028 14/10 A3008 RMK AO2",KHAF,2026-04-28T01:35:00.000Z,37.5136,-122.4996,14,10,320,11,,9,30.08,,,TRUE,TRUE,,,,,,,SCT,2400,SCT,2800,,,,,VFR,,,,,,,,,,,,METAR,11
"METAR KCXP 280135Z AUTO 31010KT 10SM OVC090 13/M04 A2998 RMK AO2",KCXP,2026-04-28T01:35:00.000Z,39.1905,-119.7319,13,-4,310,10,,10+,29.98,,,TRUE,TRUE,,,,,,,OVC,9000,,,,,,,VFR,,,,,,,,,,,,METAR,1431
"METAR KBDN 280135Z AUTO 30012G19KT 10SM CLR 15/M04 A2998 RMK AO2",KBDN,2026-04-28T01:35:00.000Z,44.1006,-121.1984,15,-4,300,12,19,10+,29.98,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,1044
"METAR KLVN 280135Z AUTO 31012G18KT 10SM -RA OVC013 08/07 A2959 RMK AO2",KLVN,2026-04-28T01:35:00.000Z,44.6252,-93.2273,8,7,310,12,18,10+,29.59,,,TRUE,TRUE,,,,,,-RA,OVC,1300,,,,,,,MVFR,,,,,,,,,,,,METAR,292
"METAR KLSB 280135Z AUTO 27010G14KT 10SM CLR 23/M15 A2991 RMK AO2",KLSB,2026-04-28T01:35:00.000Z,32.3340,-108.6955,23,-15,270,10,14,10+,29.91,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,1308
"METAR KGLW 280135Z AUTO 18017G23KT 10SM OVC050 25/15 A2985 RMK AO2 T02500153",KGLW,2026-04-28T01:35:00.000Z,37.0337,-85.9523,25,15.3,180,17,23,10+,29.85,,,TRUE,TRUE,,,,,,,OVC,5000,,,,,,,VFR,,,,,,,,,,,,METAR,216
"METAR KLVL 280135Z AUTO 11003KT 10SM CLR 14/05 A3026 RMK AO1 T01370047",KLVL,2026-04-28T01:35:00.000Z,36.7723,-77.7925,13.7,4.7,110,3,,10+,30.26,,,TRUE,TRUE,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,98
"METAR KGLY 280135Z AUTO 29010G17KT 10SM SCT050 20/14 A2980 RMK AO2",KGLY,2026-04-28T01:35:00.000Z,38.3572,-93.6774,20,14,290,10,17,10+,29.80,,,TRUE,TRUE,,,,,,,SCT,5000,,,,,,,VFR,,,,,,,,,,,,METAR,247
